"Start time UTC","End time UTC","Start time UTC+02:00","End time UTC+02:00","Wind power generation - hourly data"
"2022-01-20 14:00:00","2022-01-20 15:00:00","2022-01-20 16:00:00","2022-01-20 17:00:00","2304.0"
"2022-01-20 15:00:00","2022-01-20 16:00:00","2022-01-20 17:00:00","2022-01-20 18:00:00","2496.0"
"2022-01-20 16:00:00","2022-01-20 17:00:00","2022-01-20 18:00:00","2022-01-20 19:00:00","2687.0"
"2022-01-20 17:00:00","2022-01-20 18:00:00","2022-01-20 19:00:00","2022-01-20 20:00:00","2772.0"
"2022-01-20 18:00:00","2022-01-20 19:00:00","2022-01-20 20:00:00","2022-01-20 21:00:00","2794.0"
"2022-01-20 19:00:00","2022-01-20 20:00:00","2022-01-20 21:00:00","2022-01-20 22:00:00","2830.0"
"2022-01-20 20:00:00","2022-01-20 21:00:00","2022-01-20 22:00:00","2022-01-20 23:00:00","2868.0"
"2022-01-20 21:00:00","2022-01-20 22:00:00","2022-01-20 23:00:00","2022-01-21 00:00:00","2876.0"
"2022-01-20 22:00:00","2022-01-20 23:00:00","2022-01-21 00:00:00","2022-01-21 01:00:00","2871.0"
"2022-01-20 23:00:00","2022-01-21 00:00:00","2022-01-21 01:00:00","2022-01-21 02:00:00","2877.0"
"2022-01-21 00:00:00","2022-01-21 01:00:00","2022-01-21 02:00:00","2022-01-21 03:00:00","2907.0"
"2022-01-21 01:00:00","2022-01-21 02:00:00","2022-01-21 03:00:00","2022-01-21 04:00:00","2915.0"
"2022-01-21 02:00:00","2022-01-21 03:00:00","2022-01-21 04:00:00","2022-01-21 05:00:00","2900.0"
"2022-01-21 03:00:00","2022-01-21 04:00:00","2022-01-21 05:00:00","2022-01-21 06:00:00","2887.0"
"2022-01-21 04:00:00","2022-01-21 05:00:00","2022-01-21 06:00:00","2022-01-21 07:00:00","2867.0"
"2022-01-21 05:00:00","2022-01-21 06:00:00","2022-01-21 07:00:00","2022-01-21 08:00:00","2853.0"
"2022-01-21 06:00:00","2022-01-21 07:00:00","2022-01-21 08:00:00","2022-01-21 09:00:00","2804.0"
"2022-01-21 07:00:00","2022-01-21 08:00:00","2022-01-21 09:00:00","2022-01-21 10:00:00","2742.0"
"2022-01-21 08:00:00","2022-01-21 09:00:00","2022-01-21 10:00:00","2022-01-21 11:00:00","2725.0"
"2022-01-21 09:00:00","2022-01-21 10:00:00","2022-01-21 11:00:00","2022-01-21 12:00:00","2693.0"
"2022-01-21 10:00:00","2022-01-21 11:00:00","2022-01-21 12:00:00","2022-01-21 13:00:00","2669.0"
"2022-01-21 11:00:00","2022-01-21 12:00:00","2022-01-21 13:00:00","2022-01-21 14:00:00","2730.0"
"2022-01-21 12:00:00","2022-01-21 13:00:00","2022-01-21 14:00:00","2022-01-21 15:00:00","2752.0"
"2022-01-21 13:00:00","2022-01-21 14:00:00","2022-01-21 15:00:00","2022-01-21 16:00:00","2782.0"
"2022-01-21 14:00:00","2022-01-21 15:00:00","2022-01-21 16:00:00","2022-01-21 17:00:00","2755.0"
"2022-01-21 15:00:00","2022-01-21 16:00:00","2022-01-21 17:00:00","2022-01-21 18:00:00","2775.0"
"2022-01-21 16:00:00","2022-01-21 17:00:00","2022-01-21 18:00:00","2022-01-21 19:00:00","2745.0"
"2022-01-21 17:00:00","2022-01-21 18:00:00","2022-01-21 19:00:00","2022-01-21 20:00:00","2665.0"
"2022-01-21 18:00:00","2022-01-21 19:00:00","2022-01-21 20:00:00","2022-01-21 21:00:00","2556.0"
"2022-01-21 19:00:00","2022-01-21 20:00:00","2022-01-21 21:00:00","2022-01-21 22:00:00","2449.0"
"2022-01-21 20:00:00","2022-01-21 21:00:00","2022-01-21 22:00:00","2022-01-21 23:00:00","2320.0"
"2022-01-21 21:00:00","2022-01-21 22:00:00","2022-01-21 23:00:00","2022-01-22 00:00:00","2140.0"
"2022-01-21 22:00:00","2022-01-21 23:00:00","2022-01-22 00:00:00","2022-01-22 01:00:00","1994.0"
"2022-01-21 23:00:00","2022-01-22 00:00:00","2022-01-22 01:00:00","2022-01-22 02:00:00","1730.0"
"2022-01-22 00:00:00","2022-01-22 01:00:00","2022-01-22 02:00:00","2022-01-22 03:00:00","1448.0"
"2022-01-22 01:00:00","2022-01-22 02:00:00","2022-01-22 03:00:00","2022-01-22 04:00:00","1226.0"
"2022-01-22 02:00:00","2022-01-22 03:00:00","2022-01-22 04:00:00","2022-01-22 05:00:00","1035.0"
"2022-01-22 03:00:00","2022-01-22 04:00:00","2022-01-22 05:00:00","2022-01-22 06:00:00","774.0"
"2022-01-22 04:00:00","2022-01-22 05:00:00","2022-01-22 06:00:00","2022-01-22 07:00:00","563.0"
"2022-01-22 05:00:00","2022-01-22 06:00:00","2022-01-22 07:00:00","2022-01-22 08:00:00","400.0"
"2022-01-22 06:00:00","2022-01-22 07:00:00","2022-01-22 08:00:00","2022-01-22 09:00:00","333.0"
"2022-01-22 07:00:00","2022-01-22 08:00:00","2022-01-22 09:00:00","2022-01-22 10:00:00","297.0"
"2022-01-22 08:00:00","2022-01-22 09:00:00","2022-01-22 10:00:00","2022-01-22 11:00:00","305.0"
"2022-01-22 09:00:00","2022-01-22 10:00:00","2022-01-22 11:00:00","2022-01-22 12:00:00","395.0"
"2022-01-22 10:00:00","2022-01-22 11:00:00","2022-01-22 12:00:00","2022-01-22 13:00:00","536.0"
"2022-01-22 11:00:00","2022-01-22 12:00:00","2022-01-22 13:00:00","2022-01-22 14:00:00","677.0"
"2022-01-22 12:00:00","2022-01-22 13:00:00","2022-01-22 14:00:00","2022-01-22 15:00:00","815.0"
"2022-01-22 13:00:00","2022-01-22 14:00:00","2022-01-22 15:00:00","2022-01-22 16:00:00","1071.0"
"2022-01-22 14:00:00","2022-01-22 15:00:00","2022-01-22 16:00:00","2022-01-22 17:00:00","1297.0"
"2022-01-22 15:00:00","2022-01-22 16:00:00","2022-01-22 17:00:00","2022-01-22 18:00:00","1514.0"
"2022-01-22 16:00:00","2022-01-22 17:00:00","2022-01-22 18:00:00","2022-01-22 19:00:00","1707.0"
"2022-01-22 17:00:00","2022-01-22 18:00:00","2022-01-22 19:00:00","2022-01-22 20:00:00","1928.0"
"2022-01-22 18:00:00","2022-01-22 19:00:00","2022-01-22 20:00:00","2022-01-22 21:00:00","2225.0"
"2022-01-22 19:00:00","2022-01-22 20:00:00","2022-01-22 21:00:00","2022-01-22 22:00:00","2316.0"
"2022-01-22 20:00:00","2022-01-22 21:00:00","2022-01-22 22:00:00","2022-01-22 23:00:00","2391.0"
"2022-01-22 21:00:00","2022-01-22 22:00:00","2022-01-22 23:00:00","2022-01-23 00:00:00","2488.0"
"2022-01-22 22:00:00","2022-01-22 23:00:00","2022-01-23 00:00:00","2022-01-23 01:00:00","2514.0"
"2022-01-22 23:00:00","2022-01-23 00:00:00","2022-01-23 01:00:00","2022-01-23 02:00:00","2476.0"
"2022-01-23 00:00:00","2022-01-23 01:00:00","2022-01-23 02:00:00","2022-01-23 03:00:00","2535.0"
"2022-01-23 01:00:00","2022-01-23 02:00:00","2022-01-23 03:00:00","2022-01-23 04:00:00","2512.0"
"2022-01-23 02:00:00","2022-01-23 03:00:00","2022-01-23 04:00:00","2022-01-23 05:00:00","2494.0"
"2022-01-23 03:00:00","2022-01-23 04:00:00","2022-01-23 05:00:00","2022-01-23 06:00:00","2363.0"
"2022-01-23 04:00:00","2022-01-23 05:00:00","2022-01-23 06:00:00","2022-01-23 07:00:00","2278.0"
"2022-01-23 05:00:00","2022-01-23 06:00:00","2022-01-23 07:00:00","2022-01-23 08:00:00","2157.0"
"2022-01-23 06:00:00","2022-01-23 07:00:00","2022-01-23 08:00:00","2022-01-23 09:00:00","2056.0"
"2022-01-23 07:00:00","2022-01-23 08:00:00","2022-01-23 09:00:00","2022-01-23 10:00:00","2036.0"
"2022-01-23 08:00:00","2022-01-23 09:00:00","2022-01-23 10:00:00","2022-01-23 11:00:00","1984.0"
"2022-01-23 09:00:00","2022-01-23 10:00:00","2022-01-23 11:00:00","2022-01-23 12:00:00","1919.0"
"2022-01-23 10:00:00","2022-01-23 11:00:00","2022-01-23 12:00:00","2022-01-23 13:00:00","1754.0"
"2022-01-23 11:00:00","2022-01-23 12:00:00","2022-01-23 13:00:00","2022-01-23 14:00:00","1750.0"
"2022-01-23 12:00:00","2022-01-23 13:00:00","2022-01-23 14:00:00","2022-01-23 15:00:00","1883.0"
"2022-01-23 13:00:00","2022-01-23 14:00:00","2022-01-23 15:00:00","2022-01-23 16:00:00","1966.0"
"2022-01-23 14:00:00","2022-01-23 15:00:00","2022-01-23 16:00:00","2022-01-23 17:00:00","2107.0"
"2022-01-23 15:00:00","2022-01-23 16:00:00","2022-01-23 17:00:00","2022-01-23 18:00:00","2307.0"
"2022-01-23 16:00:00","2022-01-23 17:00:00","2022-01-23 18:00:00","2022-01-23 19:00:00","2431.0"
"2022-01-23 17:00:00","2022-01-23 18:00:00","2022-01-23 19:00:00","2022-01-23 20:00:00","2598.0"
"2022-01-23 18:00:00","2022-01-23 19:00:00","2022-01-23 20:00:00","2022-01-23 21:00:00","2685.0"
"2022-01-23 19:00:00","2022-01-23 20:00:00","2022-01-23 21:00:00","2022-01-23 22:00:00","2718.0"
"2022-01-23 20:00:00","2022-01-23 21:00:00","2022-01-23 22:00:00","2022-01-23 23:00:00","2734.0"
"2022-01-23 21:00:00","2022-01-23 22:00:00","2022-01-23 23:00:00","2022-01-24 00:00:00","2704.0"
"2022-01-23 22:00:00","2022-01-23 23:00:00","2022-01-24 00:00:00","2022-01-24 01:00:00","2685.0"
"2022-01-23 23:00:00","2022-01-24 00:00:00","2022-01-24 01:00:00","2022-01-24 02:00:00","2681.0"
"2022-01-24 00:00:00","2022-01-24 01:00:00","2022-01-24 02:00:00","2022-01-24 03:00:00","2696.0"
"2022-01-24 01:00:00","2022-01-24 02:00:00","2022-01-24 03:00:00","2022-01-24 04:00:00","2679.0"
"2022-01-24 02:00:00","2022-01-24 03:00:00","2022-01-24 04:00:00","2022-01-24 05:00:00","2654.0"
"2022-01-24 03:00:00","2022-01-24 04:00:00","2022-01-24 05:00:00","2022-01-24 06:00:00","2689.0"
"2022-01-24 04:00:00","2022-01-24 05:00:00","2022-01-24 06:00:00","2022-01-24 07:00:00","2676.0"
"2022-01-24 05:00:00","2022-01-24 06:00:00","2022-01-24 07:00:00","2022-01-24 08:00:00","2663.0"
"2022-01-24 06:00:00","2022-01-24 07:00:00","2022-01-24 08:00:00","2022-01-24 09:00:00","2683.0"
"2022-01-24 07:00:00","2022-01-24 08:00:00","2022-01-24 09:00:00","2022-01-24 10:00:00","2699.0"
"2022-01-24 08:00:00","2022-01-24 09:00:00","2022-01-24 10:00:00","2022-01-24 11:00:00","2663.0"
"2022-01-24 09:00:00","2022-01-24 10:00:00","2022-01-24 11:00:00","2022-01-24 12:00:00","2628.0"
"2022-01-24 10:00:00","2022-01-24 11:00:00","2022-01-24 12:00:00","2022-01-24 13:00:00","2571.0"
"2022-01-24 11:00:00","2022-01-24 12:00:00","2022-01-24 13:00:00","2022-01-24 14:00:00","2468.0"
"2022-01-24 12:00:00","2022-01-24 13:00:00","2022-01-24 14:00:00","2022-01-24 15:00:00","2361.0"
"2022-01-24 13:00:00","2022-01-24 14:00:00","2022-01-24 15:00:00","2022-01-24 16:00:00","2313.0"
"2022-01-24 14:00:00","2022-01-24 15:00:00","2022-01-24 16:00:00","2022-01-24 17:00:00","2183.0"
"2022-01-24 15:00:00","2022-01-24 16:00:00","2022-01-24 17:00:00","2022-01-24 18:00:00","2332.0"
"2022-01-24 16:00:00","2022-01-24 17:00:00","2022-01-24 18:00:00","2022-01-24 19:00:00","2474.0"
"2022-01-24 17:00:00","2022-01-24 18:00:00","2022-01-24 19:00:00","2022-01-24 20:00:00","2660.0"
"2022-01-24 18:00:00","2022-01-24 19:00:00","2022-01-24 20:00:00","2022-01-24 21:00:00","2673.0"
"2022-01-24 19:00:00","2022-01-24 20:00:00","2022-01-24 21:00:00","2022-01-24 22:00:00","2694.0"
"2022-01-24 20:00:00","2022-01-24 21:00:00","2022-01-24 22:00:00","2022-01-24 23:00:00","2734.0"
"2022-01-24 21:00:00","2022-01-24 22:00:00","2022-01-24 23:00:00","2022-01-25 00:00:00","2762.0"
"2022-01-24 22:00:00","2022-01-24 23:00:00","2022-01-25 00:00:00","2022-01-25 01:00:00","2721.0"
"2022-01-24 23:00:00","2022-01-25 00:00:00","2022-01-25 01:00:00","2022-01-25 02:00:00","2655.0"
"2022-01-25 00:00:00","2022-01-25 01:00:00","2022-01-25 02:00:00","2022-01-25 03:00:00","2606.0"
"2022-01-25 01:00:00","2022-01-25 02:00:00","2022-01-25 03:00:00","2022-01-25 04:00:00","2503.0"
"2022-01-25 02:00:00","2022-01-25 03:00:00","2022-01-25 04:00:00","2022-01-25 05:00:00","2492.0"
"2022-01-25 03:00:00","2022-01-25 04:00:00","2022-01-25 05:00:00","2022-01-25 06:00:00","2407.0"
"2022-01-25 04:00:00","2022-01-25 05:00:00","2022-01-25 06:00:00","2022-01-25 07:00:00","2286.0"
"2022-01-25 05:00:00","2022-01-25 06:00:00","2022-01-25 07:00:00","2022-01-25 08:00:00","2246.0"
"2022-01-25 06:00:00","2022-01-25 07:00:00","2022-01-25 08:00:00","2022-01-25 09:00:00","2225.0"
"2022-01-25 07:00:00","2022-01-25 08:00:00","2022-01-25 09:00:00","2022-01-25 10:00:00","2142.0"
"2022-01-25 08:00:00","2022-01-25 09:00:00","2022-01-25 10:00:00","2022-01-25 11:00:00","2000.0"
"2022-01-25 09:00:00","2022-01-25 10:00:00","2022-01-25 11:00:00","2022-01-25 12:00:00","1712.0"
"2022-01-25 10:00:00","2022-01-25 11:00:00","2022-01-25 12:00:00","2022-01-25 13:00:00","1447.0"
"2022-01-25 11:00:00","2022-01-25 12:00:00","2022-01-25 13:00:00","2022-01-25 14:00:00","1254.0"
"2022-01-25 12:00:00","2022-01-25 13:00:00","2022-01-25 14:00:00","2022-01-25 15:00:00","1249.0"
"2022-01-25 13:00:00","2022-01-25 14:00:00","2022-01-25 15:00:00","2022-01-25 16:00:00","1364.0"
"2022-01-25 14:00:00","2022-01-25 15:00:00","2022-01-25 16:00:00","2022-01-25 17:00:00","1550.0"
"2022-01-25 15:00:00","2022-01-25 16:00:00","2022-01-25 17:00:00","2022-01-25 18:00:00","1569.0"
"2022-01-25 16:00:00","2022-01-25 17:00:00","2022-01-25 18:00:00","2022-01-25 19:00:00","1506.0"
"2022-01-25 17:00:00","2022-01-25 18:00:00","2022-01-25 19:00:00","2022-01-25 20:00:00","1450.0"
"2022-01-25 18:00:00","2022-01-25 19:00:00","2022-01-25 20:00:00","2022-01-25 21:00:00","1781.0"
"2022-01-25 19:00:00","2022-01-25 20:00:00","2022-01-25 21:00:00","2022-01-25 22:00:00","1929.0"
"2022-01-25 20:00:00","2022-01-25 21:00:00","2022-01-25 22:00:00","2022-01-25 23:00:00","1845.0"
"2022-01-25 21:00:00","2022-01-25 22:00:00","2022-01-25 23:00:00","2022-01-26 00:00:00","1886.0"
"2022-01-25 22:00:00","2022-01-25 23:00:00","2022-01-26 00:00:00","2022-01-26 01:00:00","1991.0"
"2022-01-25 23:00:00","2022-01-26 00:00:00","2022-01-26 01:00:00","2022-01-26 02:00:00","2036.0"
"2022-01-26 00:00:00","2022-01-26 01:00:00","2022-01-26 02:00:00","2022-01-26 03:00:00","2039.0"
"2022-01-26 01:00:00","2022-01-26 02:00:00","2022-01-26 03:00:00","2022-01-26 04:00:00","2045.0"
"2022-01-26 02:00:00","2022-01-26 03:00:00","2022-01-26 04:00:00","2022-01-26 05:00:00","1979.0"
"2022-01-26 03:00:00","2022-01-26 04:00:00","2022-01-26 05:00:00","2022-01-26 06:00:00","1968.0"
"2022-01-26 04:00:00","2022-01-26 05:00:00","2022-01-26 06:00:00","2022-01-26 07:00:00","1784.0"
"2022-01-26 05:00:00","2022-01-26 06:00:00","2022-01-26 07:00:00","2022-01-26 08:00:00","1695.0"
"2022-01-26 06:00:00","2022-01-26 07:00:00","2022-01-26 08:00:00","2022-01-26 09:00:00","1607.0"
"2022-01-26 07:00:00","2022-01-26 08:00:00","2022-01-26 09:00:00","2022-01-26 10:00:00","1564.0"
"2022-01-26 08:00:00","2022-01-26 09:00:00","2022-01-26 10:00:00","2022-01-26 11:00:00","1465.0"
"2022-01-26 09:00:00","2022-01-26 10:00:00","2022-01-26 11:00:00","2022-01-26 12:00:00","1417.0"
"2022-01-26 10:00:00","2022-01-26 11:00:00","2022-01-26 12:00:00","2022-01-26 13:00:00","1294.0"
"2022-01-26 11:00:00","2022-01-26 12:00:00","2022-01-26 13:00:00","2022-01-26 14:00:00","1110.0"
"2022-01-26 12:00:00","2022-01-26 13:00:00","2022-01-26 14:00:00","2022-01-26 15:00:00","1005.0"
"2022-01-26 13:00:00","2022-01-26 14:00:00","2022-01-26 15:00:00","2022-01-26 16:00:00","908.0"
"2022-01-26 14:00:00","2022-01-26 15:00:00","2022-01-26 16:00:00","2022-01-26 17:00:00","909.0"
"2022-01-26 15:00:00","2022-01-26 16:00:00","2022-01-26 17:00:00","2022-01-26 18:00:00","961.0"
"2022-01-26 16:00:00","2022-01-26 17:00:00","2022-01-26 18:00:00","2022-01-26 19:00:00","924.0"
"2022-01-26 17:00:00","2022-01-26 18:00:00","2022-01-26 19:00:00","2022-01-26 20:00:00","887.0"
"2022-01-26 18:00:00","2022-01-26 19:00:00","2022-01-26 20:00:00","2022-01-26 21:00:00","817.0"
"2022-01-26 19:00:00","2022-01-26 20:00:00","2022-01-26 21:00:00","2022-01-26 22:00:00","720.0"
"2022-01-26 20:00:00","2022-01-26 21:00:00","2022-01-26 22:00:00","2022-01-26 23:00:00","625.0"
"2022-01-26 21:00:00","2022-01-26 22:00:00","2022-01-26 23:00:00","2022-01-27 00:00:00","577.0"
"2022-01-26 22:00:00","2022-01-26 23:00:00","2022-01-27 00:00:00","2022-01-27 01:00:00","608.0"
"2022-01-26 23:00:00","2022-01-27 00:00:00","2022-01-27 01:00:00","2022-01-27 02:00:00","559.0"
"2022-01-27 00:00:00","2022-01-27 01:00:00","2022-01-27 02:00:00","2022-01-27 03:00:00","507.0"
"2022-01-27 01:00:00","2022-01-27 02:00:00","2022-01-27 03:00:00","2022-01-27 04:00:00","465.0"
"2022-01-27 02:00:00","2022-01-27 03:00:00","2022-01-27 04:00:00","2022-01-27 05:00:00","474.0"
"2022-01-27 03:00:00","2022-01-27 04:00:00","2022-01-27 05:00:00","2022-01-27 06:00:00","474.0"
"2022-01-27 04:00:00","2022-01-27 05:00:00","2022-01-27 06:00:00","2022-01-27 07:00:00","474.0"
"2022-01-27 05:00:00","2022-01-27 06:00:00","2022-01-27 07:00:00","2022-01-27 08:00:00","461.0"
"2022-01-27 06:00:00","2022-01-27 07:00:00","2022-01-27 08:00:00","2022-01-27 09:00:00","348.0"
"2022-01-27 07:00:00","2022-01-27 08:00:00","2022-01-27 09:00:00","2022-01-27 10:00:00","294.0"
"2022-01-27 08:00:00","2022-01-27 09:00:00","2022-01-27 10:00:00","2022-01-27 11:00:00","241.0"
"2022-01-27 09:00:00","2022-01-27 10:00:00","2022-01-27 11:00:00","2022-01-27 12:00:00","190.0"
"2022-01-27 10:00:00","2022-01-27 11:00:00","2022-01-27 12:00:00","2022-01-27 13:00:00","134.0"
"2022-01-27 11:00:00","2022-01-27 12:00:00","2022-01-27 13:00:00","2022-01-27 14:00:00","97.0"
"2022-01-27 12:00:00","2022-01-27 13:00:00","2022-01-27 14:00:00","2022-01-27 15:00:00","86.0"
"2022-01-27 13:00:00","2022-01-27 14:00:00","2022-01-27 15:00:00","2022-01-27 16:00:00","96.0"
"2022-01-27 14:00:00","2022-01-27 15:00:00","2022-01-27 16:00:00","2022-01-27 17:00:00","100.0"
"2022-01-27 15:00:00","2022-01-27 16:00:00","2022-01-27 17:00:00","2022-01-27 18:00:00","113.0"
"2022-01-27 16:00:00","2022-01-27 17:00:00","2022-01-27 18:00:00","2022-01-27 19:00:00","155.0"
"2022-01-27 17:00:00","2022-01-27 18:00:00","2022-01-27 19:00:00","2022-01-27 20:00:00","188.0"
"2022-01-27 18:00:00","2022-01-27 19:00:00","2022-01-27 20:00:00","2022-01-27 21:00:00","215.0"
"2022-01-27 19:00:00","2022-01-27 20:00:00","2022-01-27 21:00:00","2022-01-27 22:00:00","250.0"
"2022-01-27 20:00:00","2022-01-27 21:00:00","2022-01-27 22:00:00","2022-01-27 23:00:00","282.0"
"2022-01-27 21:00:00","2022-01-27 22:00:00","2022-01-27 23:00:00","2022-01-28 00:00:00","318.0"
"2022-01-27 22:00:00","2022-01-27 23:00:00","2022-01-28 00:00:00","2022-01-28 01:00:00","341.0"
"2022-01-27 23:00:00","2022-01-28 00:00:00","2022-01-28 01:00:00","2022-01-28 02:00:00","381.0"
"2022-01-28 00:00:00","2022-01-28 01:00:00","2022-01-28 02:00:00","2022-01-28 03:00:00","363.0"
"2022-01-28 01:00:00","2022-01-28 02:00:00","2022-01-28 03:00:00","2022-01-28 04:00:00","348.0"
"2022-01-28 02:00:00","2022-01-28 03:00:00","2022-01-28 04:00:00","2022-01-28 05:00:00","396.0"
"2022-01-28 03:00:00","2022-01-28 04:00:00","2022-01-28 05:00:00","2022-01-28 06:00:00","444.0"
"2022-01-28 04:00:00","2022-01-28 05:00:00","2022-01-28 06:00:00","2022-01-28 07:00:00","483.0"
"2022-01-28 05:00:00","2022-01-28 06:00:00","2022-01-28 07:00:00","2022-01-28 08:00:00","452.0"
"2022-01-28 06:00:00","2022-01-28 07:00:00","2022-01-28 08:00:00","2022-01-28 09:00:00","524.0"
"2022-01-28 07:00:00","2022-01-28 08:00:00","2022-01-28 09:00:00","2022-01-28 10:00:00","719.0"
"2022-01-28 08:00:00","2022-01-28 09:00:00","2022-01-28 10:00:00","2022-01-28 11:00:00","781.0"
"2022-01-28 09:00:00","2022-01-28 10:00:00","2022-01-28 11:00:00","2022-01-28 12:00:00","835.0"
"2022-01-28 10:00:00","2022-01-28 11:00:00","2022-01-28 12:00:00","2022-01-28 13:00:00","897.0"
"2022-01-28 11:00:00","2022-01-28 12:00:00","2022-01-28 13:00:00","2022-01-28 14:00:00","985.0"
"2022-01-28 12:00:00","2022-01-28 13:00:00","2022-01-28 14:00:00","2022-01-28 15:00:00","1073.0"
"2022-01-28 13:00:00","2022-01-28 14:00:00","2022-01-28 15:00:00","2022-01-28 16:00:00","1123.0"
"2022-01-28 14:00:00","2022-01-28 15:00:00","2022-01-28 16:00:00","2022-01-28 17:00:00","1301.0"
"2022-01-28 15:00:00","2022-01-28 16:00:00","2022-01-28 17:00:00","2022-01-28 18:00:00","1441.0"
"2022-01-28 16:00:00","2022-01-28 17:00:00","2022-01-28 18:00:00","2022-01-28 19:00:00","1357.0"
"2022-01-28 17:00:00","2022-01-28 18:00:00","2022-01-28 19:00:00","2022-01-28 20:00:00","972.0"
"2022-01-28 18:00:00","2022-01-28 19:00:00","2022-01-28 20:00:00","2022-01-28 21:00:00","841.0"
"2022-01-28 19:00:00","2022-01-28 20:00:00","2022-01-28 21:00:00","2022-01-28 22:00:00","994.0"
"2022-01-28 20:00:00","2022-01-28 21:00:00","2022-01-28 22:00:00","2022-01-28 23:00:00","1236.0"
"2022-01-28 21:00:00","2022-01-28 22:00:00","2022-01-28 23:00:00","2022-01-29 00:00:00","1174.0"
"2022-01-28 22:00:00","2022-01-28 23:00:00","2022-01-29 00:00:00","2022-01-29 01:00:00","1218.0"
"2022-01-28 23:00:00","2022-01-29 00:00:00","2022-01-29 01:00:00","2022-01-29 02:00:00","1714.0"
"2022-01-29 00:00:00","2022-01-29 01:00:00","2022-01-29 02:00:00","2022-01-29 03:00:00","2013.0"
"2022-01-29 01:00:00","2022-01-29 02:00:00","2022-01-29 03:00:00","2022-01-29 04:00:00","2013.0"
"2022-01-29 02:00:00","2022-01-29 03:00:00","2022-01-29 04:00:00","2022-01-29 05:00:00","2010.0"
"2022-01-29 03:00:00","2022-01-29 04:00:00","2022-01-29 05:00:00","2022-01-29 06:00:00","2079.0"
"2022-01-29 04:00:00","2022-01-29 05:00:00","2022-01-29 06:00:00","2022-01-29 07:00:00","2146.0"
"2022-01-29 05:00:00","2022-01-29 06:00:00","2022-01-29 07:00:00","2022-01-29 08:00:00","2178.0"
"2022-01-29 06:00:00","2022-01-29 07:00:00","2022-01-29 08:00:00","2022-01-29 09:00:00","2157.0"
"2022-01-29 07:00:00","2022-01-29 08:00:00","2022-01-29 09:00:00","2022-01-29 10:00:00","2137.0"
"2022-01-29 08:00:00","2022-01-29 09:00:00","2022-01-29 10:00:00","2022-01-29 11:00:00","2153.0"
"2022-01-29 09:00:00","2022-01-29 10:00:00","2022-01-29 11:00:00","2022-01-29 12:00:00","2188.0"
"2022-01-29 10:00:00","2022-01-29 11:00:00","2022-01-29 12:00:00","2022-01-29 13:00:00","2277.0"
"2022-01-29 11:00:00","2022-01-29 12:00:00","2022-01-29 13:00:00","2022-01-29 14:00:00","2297.0"
"2022-01-29 12:00:00","2022-01-29 13:00:00","2022-01-29 14:00:00","2022-01-29 15:00:00","2262.0"
"2022-01-29 13:00:00","2022-01-29 14:00:00","2022-01-29 15:00:00","2022-01-29 16:00:00","2134.0"
"2022-01-29 14:00:00","2022-01-29 15:00:00","2022-01-29 16:00:00","2022-01-29 17:00:00","1939.0"
"2022-01-29 15:00:00","2022-01-29 16:00:00","2022-01-29 17:00:00","2022-01-29 18:00:00","1859.0"
"2022-01-29 16:00:00","2022-01-29 17:00:00","2022-01-29 18:00:00","2022-01-29 19:00:00","1749.0"
"2022-01-29 17:00:00","2022-01-29 18:00:00","2022-01-29 19:00:00","2022-01-29 20:00:00","1627.0"
"2022-01-29 18:00:00","2022-01-29 19:00:00","2022-01-29 20:00:00","2022-01-29 21:00:00","1547.0"
"2022-01-29 19:00:00","2022-01-29 20:00:00","2022-01-29 21:00:00","2022-01-29 22:00:00","1548.0"
"2022-01-29 20:00:00","2022-01-29 21:00:00","2022-01-29 22:00:00","2022-01-29 23:00:00","1593.0"
"2022-01-29 21:00:00","2022-01-29 22:00:00","2022-01-29 23:00:00","2022-01-30 00:00:00","1587.0"
"2022-01-29 22:00:00","2022-01-29 23:00:00","2022-01-30 00:00:00","2022-01-30 01:00:00","1657.0"
"2022-01-29 23:00:00","2022-01-30 00:00:00","2022-01-30 01:00:00","2022-01-30 02:00:00","1697.0"
"2022-01-30 00:00:00","2022-01-30 01:00:00","2022-01-30 02:00:00","2022-01-30 03:00:00","1749.0"
"2022-01-30 01:00:00","2022-01-30 02:00:00","2022-01-30 03:00:00","2022-01-30 04:00:00","1778.0"
"2022-01-30 02:00:00","2022-01-30 03:00:00","2022-01-30 04:00:00","2022-01-30 05:00:00","1693.0"
"2022-01-30 03:00:00","2022-01-30 04:00:00","2022-01-30 05:00:00","2022-01-30 06:00:00","1674.0"
"2022-01-30 04:00:00","2022-01-30 05:00:00","2022-01-30 06:00:00","2022-01-30 07:00:00","1736.0"
"2022-01-30 05:00:00","2022-01-30 06:00:00","2022-01-30 07:00:00","2022-01-30 08:00:00","1796.0"
"2022-01-30 06:00:00","2022-01-30 07:00:00","2022-01-30 08:00:00","2022-01-30 09:00:00","1860.0"
"2022-01-30 07:00:00","2022-01-30 08:00:00","2022-01-30 09:00:00","2022-01-30 10:00:00","1844.0"
"2022-01-30 08:00:00","2022-01-30 09:00:00","2022-01-30 10:00:00","2022-01-30 11:00:00","1820.0"
"2022-01-30 09:00:00","2022-01-30 10:00:00","2022-01-30 11:00:00","2022-01-30 12:00:00","1805.0"
"2022-01-30 10:00:00","2022-01-30 11:00:00","2022-01-30 12:00:00","2022-01-30 13:00:00","1717.0"
